q01
d016:0.1116,d085:0.0677,d259:0.0654,d254:0.0642,d186:0.0475,d209:0.0454,d215:0.0357,d008:0.0326,d153:0.0319,d170:0.0295,d163:0.0278,d185:0.0266,d154:0.0238,d315:0.0228,d089:0.0215,d296:0.0214,d060:0.0193,d004:0.0178,d006:0.0175,d099:0.0173,d162:0.0163,d243:0.0154,d100:0.0152,d094:0.0143,d179:0.0143,d039:0.0139,d145:0.0136,d059:0.0128,d312:0.0120,d311:0.0113,d329:0.0106,d299:0.0104,d065:0.0103,d074:0.0102,d130:0.0101,d172:0.0100,d028:0.0098,d082:0.0098,d273:0.0095,d281:0.0090,d255:0.0085,d152:0.0085,d077:0.0085,d317:0.0084,d195:0.0079,d212:0.0078,d284:0.0075,d275:0.0075,d265:0.0075,d164:0.0074,d052:0.0074,d032:0.0073,d316:0.0069,d229:0.0068,d136:0.0068,d024:0.0063,d021:0.0063,d234:0.0061,d038:0.0061,d116:0.0060,d123:0.0058,d184:0.0057
q02
d147:0.1198,d149:0.0809,d283:0.0731,d291:0.0483,d134:0.0453,d293:0.0416,d023:0.0389,d136:0.0340,d002:0.0304,d187:0.0273,d037:0.0259,d139:0.0248,d014:0.0229,d143:0.0227,d282:0.0208,d052:0.0201,d150:0.0201,d316:0.0190,d318:0.0182,d039:0.0168,d051:0.0163,d294:0.0163,d296:0.0156,d107:0.0150,d268:0.0149,d103:0.0148,d128:0.0146,d222:0.0145,d166:0.0140,d287:0.0131,d320:0.0131,d090:0.0124,d137:0.0117,d124:0.0115,d145:0.0114,d252:0.0112,d306:0.0107,d250:0.0103,d142:0.0103,d106:0.0102,d131:0.0102,d164:0.0099,d117:0.0099,d108:0.0094,d058:0.0090,d211:0.0089,d185:0.0089,d254:0.0089,d119:0.0082,d290:0.0080,d248:0.0078,d172:0.0078,d046:0.0077,d020:0.0075,d160:0.0075,d234:0.0072,d031:0.0072,d197:0.0070,d017:0.0069,d227:0.0068,d047:0.0065,d018:0.0063,d173:0.0063,d246:0.0062,d237:0.0060,d044:0.0058,d007:0.0058,d305:0.0057,d210:0.0053,d221:0.0053,d245:0.0052,d179:0.0051,d068:0.0049,d083:0.0049,d116:0.0048,d158:0.0048,d202:0.0047,d151:0.0047,d264:0.0047,d022:0.0047,d144:0.0046,d228:0.0045,d243:0.0045,d263:0.0044,d180:0.0044,d098:0.0043,d307:0.0043,d215:0.0043,d064:0.0042,d121:0.0042,d029:0.0042,d054:0.0042,d251:0.0041,d239:0.0040,d229:0.0040,d319:0.0040,d082:0.0039,d204:0.0038,d260:0.0037,d021:0.0037,d019:0.0036,d042:0.0036,d153:0.0036,d062:0.0035,d154:0.0035,d130:0.0034,d122:0.0034,d206:0.0034,d140:0.0034,d269:0.0033,d255:0.0032,d308:0.0032,d212:0.0031,d063:0.0030,d323:0.0030,d120:0.0030,d298:0.0030,d005:0.0029,d242:0.0029,d327:0.0029,d225:0.0028,d010:0.0028,d322:0.0028,d218:0.0028,d224:0.0028,d200:0.0027,d105:0.0027,d077:0.0027,d129:0.0027,d257:0.0026,d055:0.0026,d133:0.0024,d118:0.0024,d186:0.0024,d236:0.0024,d262:0.0023,d324:0.0023,d043:0.0023,d040:0.0021,d102:0.0021,d050:0.0021,d141:0.0020,d232:0.0020,d230:0.0020,d070:0.0020,d219:0.0020,d163:0.0019,d313:0.0019,d266:0.0018,d300:0.0018,d271:0.0018,d198:0.0018,d273:0.0018,d001:0.0017,d309:0.0017,d067:0.0017,d281:0.0017,d196:0.0017,d297:0.0016,d061:0.0016,d279:0.0016,d190:0.0016,d317:0.0016,d101:0.0016,d226:0.0015,d238:0.0015,d233:0.0015,d045:0.0015,d285:0.0015,d277:0.0015,d161:0.0015,d191:0.0015,d302:0.0014,d278:0.0014,d004:0.0014,d284:0.0014,d188:0.0014,d205:0.0014,d330:0.0014,d152:0.0014,d286:0.0013,d027:0.0013,d085:0.0013,d162:0.0013,d216:0.0013,d314:0.0012,d024:0.0012,d079:0.0012,d214:0.0012,d194:0.0011,d249:0.0011,d328:0.0011,d304:0.0011,d244:0.0011,d080:0.0011,d203:0.0010,d184:0.0009,d003:0.0008,d303:0.0007
q03
d283:0.0549,d291:0.0413,d152:0.0286,d105:0.0286,d147:0.0272,d318:0.0216
q04
d019:0.1556,d270:0.1346,d049:0.1112,d310:0.0744,d275:0.0729,d010:0.0684,d289:0.0395,d286:0.0346,d130:0.0254,d330:0.0241,d100:0.0223,d060:0.0182,d205:0.0157,d046:0.0155,d013:0.0154,d184:0.0154,d199:0.0151,d091:0.0141,d196:0.0139,d111:0.0136,d252:0.0133,d110:0.0130,d093:0.0129,d314:0.0127,d081:0.0101,d296:0.0097,d306:0.0096,d121:0.0095,d142:0.0091,d300:0.0091,d312:0.0090,d208:0.0088,d298:0.0082,d018:0.0078,d213:0.0078,d308:0.0076,d082:0.0072,d075:0.0068,d251:0.0067,d133:0.0067,d113:0.0064,d292:0.0063,d303:0.0062,d301:0.0062,d271:0.0061,d221:0.0060,d268:0.0060,d262:0.0060,d307:0.0059,d030:0.0058,d246:0.0057,d122:0.0057,d071:0.0055,d117:0.0055,d114:0.0055,d048:0.0054,d001:0.0054,d005:0.0054,d089:0.0052,d180:0.0052,d061:0.0051,d041:0.0051,d227:0.0050,d216:0.0050,d124:0.0049,d230:0.0047,d327:0.0046,d290:0.0046,d108:0.0045,d020:0.0045,d009:0.0045,d160:0.0045,d043:0.0045,d193:0.0045,d163:0.0044,d279:0.0044,d264:0.0043,d087:0.0042,d198:0.0042,d145:0.0041,d238:0.0041,d104:0.0040,d050:0.0040,d062:0.0039,d263:0.0038,d164:0.0037,d248:0.0037,d261:0.0037,d194:0.0036,d088:0.0035,d276:0.0035,d212:0.0034,d029:0.0033,d215:0.0033,d014:0.0033,d022:0.0033,d250:0.0033,d040:0.0033,d024:0.0032,d319:0.0031,d131:0.0031,d119:0.0031,d226:0.0030,d255:0.0030,d219:0.0030,d269:0.0030,d123:0.0030,d210:0.0029,d192:0.0029,d259:0.0029,d253:0.0029,d266:0.0029,d073:0.0028,d023:0.0028,d294:0.0027,d125:0.0026,d200:0.0026,d055:0.0026,d162:0.0025,d197:0.0025,d129:0.0025,d280:0.0025,d063:0.0024,d126:0.0024,d186:0.0024,d102:0.0023,d241:0.0022,d234:0.0022,d265:0.0022,d106:0.0022,d042:0.0022,d136:0.0021,d006:0.0021,d209:0.0021,d175:0.0020,d257:0.0020,d274:0.0019,d021:0.0019,d052:0.0019,d214:0.0018,d157:0.0018,d189:0.0018,d181:0.0018,d304:0.0018,d244:0.0018,d112:0.0018,d039:0.0018,d202:0.0017,d144:0.0017,d191:0.0017,d058:0.0016,d302:0.0016,d120:0.0016,d284:0.0016,d047:0.0016,d012:0.0016,d242:0.0016,d059:0.0016,d143:0.0015,d235:0.0015,d232:0.0015,d220:0.0015,d217:0.0015,d070:0.0015,d291:0.0015,d054:0.0015,d237:0.0014,d092:0.0014,d249:0.0013,d031:0.0013,d037:0.0012,d206:0.0012,d207:0.0012,d225:0.0011,d278:0.0011,d044:0.0010,d032:0.0010,d027:0.0010,d147:0.0010,d229:0.0010,d066:0.0009,d095:0.0009,d079:0.0009,d008:0.0008,d151:0.0008,d098:0.0008,d295:0.0007,d007:0.0007,d086:0.0007,d156:0.0007,d028:0.0007,d287:0.0007,d174:0.0007,d146:0.0007,d069:0.0006,d065:0.0006,d099:0.0006,d056:0.0006,d331:0.0006,d051:0.0006,d166:0.0006,d076:0.0006,d247:0.0006,d169:0.0005,d036:0.0005,d211:0.0005,d004:0.0005,d254:0.0005,d085:0.0005,d283:0.0005,d183:0.0005,d231:0.0005,d115:0.0005,d195:0.0005,d179:0.0005,d015:0.0004,d256:0.0004,d168:0.0004,d118:0.0004,d038:0.0004,d316:0.0004,d080:0.0004,d324:0.0004,d203:0.0004,d258:0.0004,d293:0.0003,d260:0.0003,d003:0.0003,d177:0.0002
q06
d297:0.5378,d329:0.4581,d026:0.2398,d029:0.1292,d025:0.1183,d257:0.0810,d233:0.0658,d069:0.0310,d023:0.0303,d166:0.0254,d154:0.0212,d302:0.0204,d004:0.0202,d012:0.0196,d077:0.0193,d211:0.0186,d215:0.0185,d186:0.0173,d139:0.0158,d021:0.0154,d060:0.0145,d303:0.0139,d225:0.0124,d208:0.0122,d265:0.0122,d134:0.0119,d245:0.0112,d231:0.0112,d236:0.0103,d220:0.0088,d319:0.0086,d070:0.0086,d270:0.0085,d110:0.0085,d237:0.0083,d163:0.0082,d081:0.0081,d192:0.0080,d209:0.0079,d128:0.0076,d104:0.0075,d003:0.0074,d061:0.0071,d034:0.0067,d018:0.0066,d202:0.0065,d170:0.0064,d212:0.0063,d046:0.0063,d247:0.0063,d205:0.0059,d044:0.0059,d129:0.0058,d305:0.0058,d087:0.0057,d041:0.0056,d052:0.0051,d079:0.0051,d199:0.0051,d234:0.0050,d193:0.0050,d116:0.0049,d033:0.0048,d039:0.0048,d262:0.0048,d098:0.0044,d294:0.0044,d251:0.0042
q07
d146:0.1806,d289:0.1022,d004:0.0721,d034:0.0490,d123:0.0489,d098:0.0454,d042:0.0451,d266:0.0408,d117:0.0353,d234:0.0321,d113:0.0287,d165:0.0256,d151:0.0248,d155:0.0241,d153:0.0238,d284:0.0238,d287:0.0232,d282:0.0231,d078:0.0230,d044:0.0230,d247:0.0226,d062:0.0214,d262:0.0203,d211:0.0184,d140:0.0177,d149:0.0175,d033:0.0173,d253:0.0166,d011:0.0160,d074:0.0148,d139:0.0143,d057:0.0141,d255:0.0124,d083:0.0121,d240:0.0111,d301:0.0109,d137:0.0107,d163:0.0106,d150:0.0105,d305:0.0103,d087:0.0103,d252:0.0102,d293:0.0101,d088:0.0100,d115:0.0100,d031:0.0094,d271:0.0094,d060:0.0093,d157:0.0089,d071:0.0087,d323:0.0079,d143:0.0079,d200:0.0077,d129:0.0075,d158:0.0073,d179:0.0069,d084:0.0066,d263:0.0060
q08
