q01
d146:0.1211,d004:0.1095,d034:0.0884,d289:0.0711,d123:0.0479,d262:0.0473,d098:0.0469,d153:0.0441,d042:0.0437,d155:0.0430,d211:0.0426,d117:0.0412,d149:0.0407,d151:0.0394,d062:0.0387,d247:0.0382,d287:0.0377,d044:0.0364,d078:0.0362,d113:0.0360,d266:0.0356,d234:0.0349,d165:0.0343,d284:0.0342,d282:0.0338,d253:0.0294,d033:0.0290,d140:0.0285,d240:0.0268,d057:0.0262,d139:0.0259,d011:0.0252,d255:0.0231,d083:0.0230,d074:0.0221,d252:0.0221,d115:0.0207,d137:0.0199,d087:0.0199,d301:0.0198,d271:0.0197,d293:0.0195,d143:0.0194,d305:0.0188,d088:0.0183,d071:0.0182,d150:0.0180,d031:0.0175,d200:0.0174,d157:0.0169,d163:0.0168,d158:0.0166,d060:0.0160,d129:0.0155,d084:0.0155,d323:0.0134,d263:0.0126,d179:0.0121
q08
d110:0.1512,d251:0.1448,d117:0.1312,d108:0.1104,d005:0.1071,d292:0.0901,d180:0.0849,d106:0.0776,d028:0.0769,d107:0.0756,d246:0.0692,d271:0.0686,d205:0.0636,d235:0.0597,d115:0.0565,d144:0.0506,d269:0.0481,d304:0.0463,d211:0.0453,d121:0.0437,d030:0.0410,d208:0.0401,d125:0.0368,d075:0.0357,d070:0.0343,d091:0.0305,d312:0.0292,d294:0.0276,d130:0.0272,d083:0.0260,d104:0.0237,d019:0.0206,d189:0.0197,d043:0.0119,d198:0.0116,d224:0.0109,d138:0.0096,d151:0.0094,d192:0.0093,d142:0.0092,d062:0.0089,d327:0.0089,d059:0.0087,d044:0.0086,d282:0.0081,d215:0.0081,d221:0.0080,d226:0.0080,d045:0.0079,d232:0.0079,d290:0.0076,d081:0.0076,d037:0.0075,d127:0.0074,d063:0.0073,d122:0.0072,d270:0.0071,d196:0.0071,d082:0.0071,d266:0.0070,d008:0.0067,d155:0.0067,d202:0.0065,d207:0.0065,d113:0.0063,d278:0.0062,d099:0.0061,d093:0.0061,d126:0.0061,d148:0.0061,d210:0.0060,d216:0.0060,d223:0.0058,d201:0.0058,d040:0.0058,d123:0.0057,d022:0.0057,d197:0.0057,d080:0.0057,d213:0.0057,d264:0.0055,d133:0.0055,d250:0.0054,d024:0.0054,d089:0.0054,d288:0.0054,d236:0.0053,d046:0.0053,d274:0.0052,d050:0.0052,d009:0.0051,d118:0.0050,d240:0.0050,d219:0.0049,d095:0.0049,d170:0.0047,d013:0.0047,d001:0.0046,d035:0.0046,d301:0.0045,d237:0.0045,d135:0.0045,d209:0.0044,d131:0.0044,d281:0.0044,d255:0.0043,d096:0.0042,d296:0.0041,d325:0.0041,d320:0.0041,d308:0.0040,d079:0.0040,d200:0.0040,d129:0.0040,d076:0.0039,d073:0.0039,d193:0.0038,d286:0.0038,d195:0.0038,d287:0.0037,d015:0.0036,d078:0.0036,d087:0.0035,d085:0.0034,d039:0.0034,d305:0.0033,d042:0.0033,d038:0.0033,d263:0.0033,d241:0.0033,d182:0.0031,d164:0.0031,d203:0.0030,d316:0.0030,d190:0.0029,d225:0.0008,d034:0.0007,d124:0.0007,d206:0.0007,d064:0.0006,d103:0.0006,d074:0.0006,d051:0.0006,d306:0.0006,d248:0.0006,d261:0.0006,d174:0.0006,d101:0.0006,d149:0.0006,d253:0.0006,d026:0.0006,d314:0.0005,d260:0.0005,d006:0.0005,d069:0.0005,d319:0.0005,d054:0.0005,d265:0.0005,d097:0.0005,d291:0.0005,d244:0.0005,d309:0.0005,d111:0.0005,d307:0.0005,d147:0.0005,d330:0.0005,d228:0.0005,d212:0.0005,d120:0.0005,d168:0.0005,d284:0.0005,d102:0.0005,d053:0.0005,d119:0.0005,d329:0.0005,d077:0.0005,d160:0.0005,d109:0.0005,d217:0.0005,d322:0.0004,d017:0.0004,d153:0.0004,d088:0.0004,d317:0.0004,d233:0.0004,d303:0.0004,d047:0.0004,d194:0.0004,d048:0.0004,d098:0.0004,d165:0.0004,d161:0.0004,d218:0.0004,d262:0.0004,d257:0.0004,d283:0.0004,d055:0.0004,d143:0.0004,d114:0.0004,d060:0.0004,d136:0.0004,d179:0.0004,d267:0.0004,d220:0.0004,d007:0.0004,d158:0.0004,d184:0.0004,d116:0.0004,d086:0.0004,d268:0.0004,d275:0.0004,d318:0.0004,d191:0.0004,d280:0.0004,d254:0.0004,d222:0.0003,d052:0.0003,d071:0.0003,d152:0.0003,d065:0.0003,d140:0.0003,d199:0.0003,d279:0.0003,d163:0.0003,d227:0.0003,d313:0.0003,d175:0.0003,d242:0.0003,d298:0.0003,d285:0.0003,d068:0.0003,d302:0.0003,d020:0.0003,d231:0.0003,d293:0.0003,d311:0.0003,d049:0.0003,d100:0.0003,d094:0.0003,d230:0.0003,d137:0.0003,d067:0.0003,d021:0.0003,d289:0.0003,d276:0.0003,d145:0.0003,d323:0.0002,d328:0.0002,d229:0.0002,d033:0.0002,d066:0.0002,d003:0.0002,d239:0.0002,d295:0.0002,d273:0.0002,d112:0.0002,d181:0.0002,d321:0.0002,d243:0.0002,d300:0.0002,d002:0.0002,d166:0.0002,d029:0.0002,d247:0.0002,d297:0.0002,d072:0.0002,d171:0.0002,d061:0.0002,d023:0.0002,d252:0.0002,d272:0.0002,d032:0.0002,d176:0.0002,d084:0.0002,d172:0.0002,d214:0.0002,d132:0.0002,d169:0.0002,d012:0.0002,d183:0.0002,d234:0.0002,d258:0.0002,d105:0.0002,d162:0.0002,d157:0.0001,d177:0.0001,d139:0.0001
q09
d198:0.1575,d199:0.1429,d177:0.1126,d217:0.1024,d223:0.0953,d220:0.0661,d205:0.0622,d069:0.0295,d299:0.0282,d085:0.0245,d330:0.0241,d211:0.0234,d065:0.0229,d052:0.0226,d186:0.0224,d068:0.0223,d175:0.0217,d273:0.0213,d086:0.0211,d169:0.0206,d312:0.0204,d016:0.0200,d233:0.0195,d073:0.0173,d219:0.0172,d323:0.0170,d116:0.0168,d172:0.0167,d041:0.0164,d071:0.0157,d089:0.0157,d021:0.0155,d202:0.0149,d284:0.0148,d256:0.0143,d162:0.0141,d231:0.0135,d038:0.0125,d286:0.0125,d087:0.0124,d221:0.0114,d259:0.0113,d192:0.0109,d081:0.0107,d240:0.0106,d179:0.0105,d097:0.0102,d170:0.0099,d008:0.0099,d111:0.0099,d122:0.0099,d166:0.0097,d294:0.0096,d029:0.0095,d072:0.0093,d308:0.0092,d272:0.0087,d078:0.0086,d268:0.0083,d100:0.0082,d254:0.0082,d115:0.0082,d214:0.0082,d098:0.0081,d193:0.0079,d257:0.0078,d010:0.0078,d244:0.0077,d055:0.0077,d194:0.0074,d234:0.0074,d328:0.0073,d251:0.0066,d158:0.0065
q10
d231:0.0735,d060:0.0681,d100:0.0643,d036:0.0283,d034:0.0200,d052:0.0179,d030:0.0157,d031:0.0156,d215:0.0152,d072:0.0152,d314:0.0146,d091:0.0146,d233:0.0144,d281:0.0141,d079:0.0140,d068:0.0137,d285:0.0135,d170:0.0128,d221:0.0127,d092:0.0126,d305:0.0118,d069:0.0117,d142:0.0116,d099:0.0114,d124:0.0109,d085:0.0109,d295:0.0108,d235:0.0106,d035:0.0105,d042:0.0103,d040:0.0103,d294:0.0099,d122:0.0099,d212:0.0097,d288:0.0097,d258:0.0094,d076:0.0093,d282:0.0092,d279:0.0092,d201:0.0092,d114:0.0091,d113:0.0090,d220:0.0088,d246:0.0087,d064:0.0086,d217:0.0086,d093:0.0083,d327:0.0082,d059:0.0081,d044:0.0081,d330:0.0081,d117:0.0079,d109:0.0078,d244:0.0078,d024:0.0077,d202:0.0077,d048:0.0075,d308:0.0075,d194:0.0074,d118:0.0072,d020:0.0070,d263:0.0069,d260:0.0068,d254:0.0067,d041:0.0067,d165:0.0066,d012:0.0065,d010:0.0064,d125:0.0062,d026:0.0061,d256:0.0058,d179:0.0054,d177:0.0053,d198:0.0045,d151:0.0040,d077:0.0040,d313:0.0040,d058:0.0034,d154:0.0033,d192:0.0033,d323:0.0032,d329:0.0032,d167:0.0032,d001:0.0031,d268:0.0031,d159:0.0031,d054:0.0031,d057:0.0031,d322:0.0031,d283:0.0030,d137:0.0030,d071:0.0030,d152:0.0029,d065:0.0029,d021:0.0029,d029:0.0028,d205:0.0026,d216:0.0026,d271:0.0025,d325:0.0025,d223:0.0025,d172:0.0025,d018:0.0025,d214:0.0024,d230:0.0024,d132:0.0024,d130:0.0024,d168:0.0023,d009:0.0023,d289:0.0023,d015:0.0022,d022:0.0022,d310:0.0022,d264:0.0022,d328:0.0022,d174:0.0022,d045:0.0021,d259:0.0021,d203:0.0021,d280:0.0021,d066:0.0021,d110:0.0021,d232:0.0021,d303:0.0021,d299:0.0021,d219:0.0020,d301:0.0020,d237:0.0020,d081:0.0020,d316:0.0020,d273:0.0020,d248:0.0020,d095:0.0020,d240:0.0020,d086:0.0020,d204:0.0020,d319:0.0020,d063:0.0020,d097:0.0019,d312:0.0019,d135:0.0019,d141:0.0019,d211:0.0019,d291:0.0019,d014:0.0019,d190:0.0019,d307:0.0018,d247:0.0018,d209:0.0018,d331:0.0018,d101:0.0018,d171:0.0017,d131:0.0017,d126:0.0017,d173:0.0017,d255:0.0017,d218:0.0017,d146:0.0017,d320:0.0017,d056:0.0017,d061:0.0017,d017:0.0017,d023:0.0016,d074:0.0016,d073:0.0016,d129:0.0016,d107:0.0016,d148:0.0016,d250:0.0015,d115:0.0015,d144:0.0015,d027:0.0015,d193:0.0015,d025:0.0015,d133:0.0015,d249:0.0015,d262:0.0015,d257:0.0015,d016:0.0015,d046:0.0015,d080:0.0015,d055:0.0014,d138:0.0014,d185:0.0014,d136:0.0014,d234:0.0014,d039:0.0014,d229:0.0014,d175:0.0014,d241:0.0013,d003:0.0013,d324:0.0013,d293:0.0013,d251:0.0012,d199:0.0012
q12
d277:0.2438,d258:0.1930,d250:0.1139,d239:0.0904,d056:0.0583,d301:0.0580,d132:0.0514,d096:0.0484,d081:0.0450,d012:0.0427,d138:0.0408,d078:0.0405,d176:0.0404,d015:0.0403,d229:0.0312,d034:0.0304,d156:0.0296,d191:0.0274,d182:0.0263,d184:0.0241,d280:0.0236,d295:0.0226,d225:0.0223,d270:0.0221,d011:0.0219,d331:0.0207,d190:0.0207,d297:0.0196,d302:0.0190,d151:0.0189,d060:0.0183,d076:0.0175,d183:0.0172,d236:0.0169,d169:0.0168,d021:0.0163,d143:0.0161,d124:0.0152,d235:0.0150,d150:0.0149,d095:0.0147,d035:0.0145,d082:0.0144,d051:0.0143,d155:0.0142,d243:0.0140,d122:0.0137,d317:0.0136,d247:0.0132,d102:0.0129,d180:0.0121,d129:0.0118,d197:0.0114,d067:0.0109,d010:0.0108,d109:0.0098,d003:0.0096,d303:0.0096,d052:0.0095,d048:0.0094,d316:0.0094,d141:0.0089
q13
d277:0.0879,d049:0.0859,d239:0.0799,d056:0.0790,d276:0.0563,d258:0.0541,d222:0.0494,d272:0.0450,d205:0.0431,d055:0.0392,d271:0.0390,d317:0.0378,d194:0.0367,d309:0.0346,d303:0.0342,d241:0.0317,d070:0.0315,d042:0.0313,d043:0.0300,d286:0.0298,d099:0.0282,d221:0.0281,d040:0.0271,d285:0.0267,d281:0.0252,d126:0.0245,d047:0.0244,d288:0.0240,d026:0.0239,d060:0.0224,d297:0.0215,d262:0.0207,d165:0.0207,d292:0.0198,d015:0.0193,d289:0.0182,d310:0.0175,d269:0.0173,d136:0.0173,d087:0.0171,d245:0.0171,d183:0.0169,d100:0.0167,d019:0.0164,d161:0.0161,d311:0.0158,d249:0.0157,d190:0.0153,d305:0.0150,d290:0.0149,d248:0.0147,d170:0.0147,d237:0.0146,d200:0.0145,d157:0.0145,d142:0.0142,d050:0.0140,d130:0.0136,d138:0.0131,d129:0.0129,d037:0.0129,d274:0.0126,d174:0.0125,d162:0.0125,d243:0.0122,d013:0.0121,d061:0.0121,d002:0.0120,d189:0.0120,d124:0.0118,d329:0.0116,d018:0.0115,d119:0.0114,d164:0.0114,d075:0.0113,d159:0.0113,d051:0.0111,d022:0.0111,d313:0.0111,d312:0.0111,d028:0.0111,d135:0.0110,d150:0.0109,d139:0.0108,d059:0.0108,d088:0.0108,d122:0.0107,d235:0.0106,d259:0.0106,d263:0.0105,d046:0.0105,d079:0.0104,d179:0.0101,d191:0.0100,d246:0.0100,d171:0.0100,d240:0.0099,d253:0.0095,d244:0.0094,d270:0.0094,d212:0.0091,d304:0.0091,d148:0.0090,d123:0.0089,d094:0.0088,d141:0.0088,d072:0.0087,d257:0.0085,d113:0.0084,d156:0.0083,d096:0.0082,d147:0.0082,d074:0.0082,d182:0.0082,d323:0.0080,d033:0.0078,d280:0.0077,d250:0.0077,d098:0.0076,d012:0.0074,d193:0.0074,d324:0.0074,d016:0.0073,d118:0.0067,d256:0.0067,d318:0.0060,d007:0.0060,d103:0.0052,d173:0.0051,d215:0.0051,d058:0.0051,d228:0.0050,d287:0.0050,d017:0.0049,d180:0.0049,d107:0.0047,d064:0.0047,d204:0.0046,d319:0.0046,d063:0.0046,d322:0.0045,d225:0.0045,d327:0.0045,d153:0.0045,d211:0.0045,d117:0.0043,d143:0.0043,d186:0.0043,d029:0.0042,d128:0.0042,d077:0.0041,d298:0.0040,d255:0.0040,d218:0.0040,d210:0.0038,d172:0.0037,d158:0.0037,d230:0.0036,d224:0.0036,d236:0.0034,d185:0.0034,d145:0.0033,d234:0.0033,d227:0.0032,d045:0.0032,d105:0.0032,d306:0.0031,d232:0.0031,d219:0.0030,d052:0.0030,d316:0.0030,d106:0.0030,d273:0.0030,d001:0.0029,d198:0.0029,d238:0.0028,d291:0.0028,d014:0.0028,d300:0.0028,d307:0.0027,d233:0.0027,d166:0.0027,d202:0.0026,d284:0.0026,d101:0.0026,d149:0.0026,d226:0.0026,d102:0.0026,d279:0.0026,d163:0.0026,d160:0.0026,d083:0.0025,d278:0.0025,d314:0.0025,d004:0.0025,d023:0.0024,d216:0.0024,d302:0.0024,d020:0.0024,d196:0.0024,d266:0.0023,d121:0.0023,d197:0.0023,d214:0.0023,d144:0.0023,d330:0.0023,d027:0.0022,d152:0.0022,d067:0.0022,d021:0.0022,d080:0.0022,d188:0.0022,d024:0.0022,d085:0.0021,d328:0.0020,d184:0.0020,d229:0.0020,d203:0.0020,d003:0.0019,d134:0.0019,d293:0.0019,d294:0.0017
q14
d145:0.1177,d122:0.0994,d002:0.0955,d091:0.0953,d117:0.0939,d180:0.0903,d081:0.0900,d121:0.0764,d030:0.0725,d093:0.0724,d041:0.0657,d133:0.0644,d242:0.0641,d082:0.0620,d247:0.0604,d022:0.0593,d277:0.0580,d125:0.0571,d136:0.0565,d144:0.0558,d209:0.0557,d005:0.0546,d280:0.0535,d075:0.0522,d094:0.0486,d062:0.0458,d314:0.0449,d130:0.0396,d104:0.0369,d031:0.0356,d142:0.0348,d052:0.0307,d025:0.0294,d115:0.0285,d192:0.0275,d181:0.0272,d308:0.0272,d229:0.0269,d089:0.0266,d097:0.0258,d069:0.0253,d174:0.0243,d299:0.0242,d238:0.0211,d085:0.0210,d254:0.0207,d330:0.0207,d211:0.0201,d288:0.0198,d065:0.0196,d186:0.0192,d068:0.0191,d175:0.0186,d110:0.0185,d273:0.0183,d086:0.0181,d169:0.0177,d312:0.0175,d016:0.0172,d233:0.0167,d143:0.0161,d073:0.0148,d219:0.0148,d323:0.0146,d023:0.0146,d147:0.0145,d116:0.0144,d172:0.0143,d293:0.0141,d071:0.0135,d021:0.0133,d202:0.0128,d284:0.0127,d256:0.0122,d162:0.0121,d231:0.0116,d223:0.0114,d038:0.0107,d286:0.0107,d087:0.0107,d221:0.0098,d259:0.0097,d240:0.0090,d179:0.0090,d198:0.0088,d170:0.0085,d008:0.0085,d111:0.0085,d166:0.0084,d294:0.0083,d029:0.0082,d072:0.0080,d205:0.0075,d272:0.0074,d078:0.0073,d268:0.0071,d100:0.0071,d214:0.0070,d098:0.0069,d193:0.0068,d257:0.0067,d010:0.0067,d244:0.0066,d055:0.0066,d194:0.0064,d234:0.0063,d328:0.0063,d251:0.0056,d158:0.0056
q16
d184:0.1213,d132:0.1176,d250:0.1001,d176:0.0937,d277:0.0925,d239:0.0658,d081:0.0654,d229:0.0571,d095:0.0511,d279:0.0445,d034:0.0442,d150:0.0434,d156:0.0431,d056:0.0430,d096:0.0423,d078:0.0414,d191:0.0399,d024:0.0372,d236:0.0371,d280:0.0343,d306:0.0337,d295:0.0329,d329:0.0326,d086:0.0322,d158:0.0316,d097:0.0313,d071:0.0303,d190:0.0301,d297:0.0285,d077:0.0280,d083:0.0277,d147:0.0267,d060:0.0266,d231:0.0260,d076:0.0255,d254:0.0251,d165:0.0246,d169:0.0244,d133:0.0239,d152:0.0239,d021:0.0236,d143:0.0233,d138:0.0233,d182:0.0230,d235:0.0219,d293:0.0205,d049:0.0201
q17
d121:0.1775,d271:0.1726,d091:0.0735,d172:0.0569,d146:0.0565,d024:0.0508,d171:0.0403,d183:0.0378,d274:0.0320,d190:0.0251,d316:0.0244,d289:0.0230,d066:0.0210,d299:0.0205,d239:0.0203,d106:0.0201,d003:0.0191,d030:0.0181,d163:0.0172,d233:0.0170,d212:0.0169,d297:0.0163,d250:0.0154,d130:0.0149,d084:0.0147,d262:0.0147,d148:0.0145,d191:0.0144,d132:0.0140,d137:0.0137,d188:0.0134,d258:0.0127
q18
